Number;Type;Score;Turns;HasWon;Runtime
976;RND;1012;148;false;2
977;AI;20284;962;true;132812
978;RND;728;105;false;8
979;AI;20352;963;true;128805
980;RND;984;138;false;4
981;AI;12324;741;false;110171
982;RND;1016;123;false;22
983;AI;20260;958;true;129976
984;RND;1236;159;false;6
985;AI;20168;942;true;130920
986;RND;1344;169;false;9
987;AI;20524;988;true;135012
988;RND;480;77;false;2
989;AI;16088;944;false;127659
990;RND;1508;178;false;4
991;AI;20132;936;true;133163
992;RND;1392;156;false;4
993;AI;15412;899;false;128298
994;RND;788;133;false;3
995;AI;20104;932;true;132192
996;RND;344;76;false;4
997;AI;20552;992;true;137295
998;RND;1264;167;false;5
999;AI;20300;963;true;133189
1000;RND;840;116;false;7
1001;AI;16952;1015;false;140384
1002;RND;364;77;false;2
1003;AI;20580;1005;true;139861
1004;RND;1376;189;false;10
1005;AI;21048;1024;true;142123
1006;RND;1200;141;false;2
1007;AI;20992;1023;true;142200
1008;RND;448;84;false;5
1009;AI;20196;950;true;127435
1010;RND;2176;235;false;11
1011;AI;20256;956;true;131509
1012;RND;604;94;false;5
1013;AI;20300;962;true;130072
1014;RND;640;97;false;2
1015;AI;20512;986;true;139434
1016;RND;864;117;false;3
1017;AI;20720;1020;true;136132
1018;RND;732;130;false;21
1019;AI;20520;984;true;136834
1020;RND;1340;153;false;2
1021;AI;20260;964;true;130834
1022;RND;492;85;false;18
1023;AI;20276;958;true;131412
1024;RND;368;76;false;4
1025;AI;20664;1002;true;136042
1026;RND;1236;144;false;3
1027;AI;20672;1009;true;133207
1028;RND;1124;132;false;18
1029;AI;20288;963;true;136584
1030;RND;612;94;false;3
1031;AI;20160;948;true;133905
1032;RND;448;80;false;10
1033;AI;20324;969;true;138474
1034;RND;1320;169;false;2
1035;AI;20252;954;true;129014
1036;RND;1480;183;false;2
1037;AI;13900;833;false;113185
1038;RND;1720;205;false;4
1039;AI;20272;963;true;131887
1040;RND;576;100;false;5
1041;AI;20276;961;true;134527
1042;RND;1304;162;false;10
1043;AI;20176;947;true;128853
1044;RND;1352;167;false;3
1045;AI;20236;962;true;134473
1046;RND;1308;154;false;7
1047;AI;20256;951;true;137019
1048;RND;480;91;false;3
1049;AI;17168;1032;false;138925
1050;RND;2948;304;false;6
1051;AI;21048;1028;true;139081
1052;RND;676;117;false;6
1053;AI;20532;978;true;134532
1054;RND;1132;146;false;2
1055;AI;20200;954;true;131832
1056;RND;608;87;false;18
1057;AI;20100;927;true;127424
1058;RND;1972;181;false;4
1059;AI;17168;1031;false;140331
1060;RND;724;110;false;2
1061;AI;20468;973;true;139607
1062;RND;540;92;false;1
1063;AI;20512;984;true;136405
1064;RND;1820;205;false;11
1065;AI;20192;941;true;127784
1066;RND;724;115;false;6
1067;AI;20284;964;true;127561
1068;RND;716;120;false;2
1069;AI;20180;944;true;129428
1070;RND;1384;183;false;6
1071;AI;20316;969;true;133283
1072;RND;632;90;false;5
1073;AI;20204;954;true;132191
1074;RND;2656;253;false;5
1075;AI;21244;1039;true;147444
1076;RND;616;95;false;5
1077;AI;20280;964;true;130252
1078;RND;656;104;false;5
1079;AI;16384;975;false;134607
1080;RND;1344;160;false;2
1081;AI;20308;965;true;132021
1082;RND;1148;151;false;6
1083;AI;20184;950;true;133846
1084;RND;440;73;false;5
1085;AI;20588;1002;true;132000
1086;RND;1556;182;false;11
1087;AI;7564;530;false;73236
1088;RND;620;95;false;1
1089;AI;20320;970;true;131092
1090;RND;1296;155;false;9
1091;AI;20280;961;true;132471
1092;RND;1288;150;false;3
1093;AI;20148;940;true;128008
1094;RND;2324;247;false;6
1095;AI;20200;952;true;130996
1096;RND;2608;234;false;7
1097;AI;12540;757;false;103295
1098;RND;1100;152;false;3
1099;AI;16260;961;false;130899
1100;RND;864;114;false;4
1101;AI;20816;1012;true;140198
1102;RND;1044;135;false;5
1103;AI;20144;940;true;131536
1104;RND;1200;160;false;6
1105;AI;20304;963;true;133512
1106;RND;1228;139;false;22
1107;AI;20212;959;true;135073
1108;RND;600;105;false;5
1109;AI;20184;946;true;133342
1110;RND;1456;179;false;6
1111;AI;20152;941;true;128456
1112;RND;892;140;false;9
1113;AI;20648;991;true;136342
1114;RND;544;85;false;2
1115;AI;20500;980;true;140138
1116;RND;708;120;false;19
1117;AI;20216;958;true;131681
1118;RND;572;90;false;2
1119;AI;20332;966;true;130652
1120;RND;1620;186;false;11
1121;AI;21020;1019;true;142746
1122;RND;1876;214;false;18
1123;AI;20176;948;true;130097
1124;RND;680;105;false;2
1125;AI;20344;965;true;130626
1126;RND;1388;182;false;3
1127;AI;7148;490;false;72142
1128;RND;752;112;false;6
1129;AI;20496;978;true;126378
1130;RND;1168;150;false;2
1131;AI;20332;973;true;137418
1132;RND;2064;201;false;4
1133;AI;20240;958;true;133412
1134;RND;1520;180;false;6
1135;AI;20420;976;true;129043
1136;RND;1172;143;false;6
1137;AI;20328;965;true;131352
1138;RND;2628;257;false;20
1139;AI;20576;995;true;135132
1140;RND;668;110;false;5
1141;AI;20172;947;true;134747
1142;RND;1068;138;false;5
1143;AI;6880;470;false;68803
1144;RND;700;99;false;2
1145;AI;20584;991;true;136504
1146;RND;1608;189;false;5
1147;AI;20652;1002;true;140842
1148;RND;616;99;false;3
1149;AI;20492;979;true;132829
1150;RND;1104;145;false;2
1151;AI;20324;968;true;137476
1152;RND;568;84;false;6
1153;AI;20184;950;true;128540
1154;RND;1432;186;false;3
1155;AI;20632;1000;true;135725
1156;RND;400;92;false;19
1157;AI;16596;993;false;135875
1158;RND;756;118;false;2
1159;AI;20980;1012;true;139697
1160;RND;1184;142;false;11
1161;AI;20324;972;true;134899
1162;RND;1364;166;false;3
1163;AI;17920;1067;false;144778
1164;RND;1208;158;false;3
1165;AI;20160;933;true;123746
1166;RND;1440;188;false;2
1167;AI;17764;1045;false;136556
1168;RND;1276;147;false;2
1169;AI;20244;953;true;136024
1170;RND;760;134;false;13
1171;AI;20264;966;true;131710
1172;RND;1024;123;false;19
1173;AI;20204;961;true;127529
1174;RND;1136;148;false;5
1175;AI;16632;994;false;136754
1176;RND;1496;195;false;3
1177;AI;20632;997;true;137393
1178;RND;988;114;false;32
1179;AI;20292;959;true;136460
1180;RND;564;90;false;2
1181;AI;20280;970;true;135970
1182;RND;2016;204;false;27
1183;AI;20600;988;true;141879
1184;RND;1044;151;false;8
1185;AI;20228;946;true;132261
1186;RND;1420;183;false;2
1187;AI;6580;452;false;66904
1188;RND;1304;162;false;2
1189;AI;20484;978;true;131734
1190;RND;1400;169;false;3
1191;AI;20204;959;true;137265
1192;RND;1548;193;false;35
1193;AI;20276;973;true;136266
1194;RND;1264;147;false;15
1195;AI;20308;965;true;131859
1196;RND;1156;143;false;6
1197;AI;20292;957;true;130371
1198;RND;1328;161;false;19
1199;AI;20312;962;true;133014
1200;RND;660;107;false;3
1201;AI;20560;983;true;130211
1202;RND;680;111;false;9
1203;AI;20368;976;true;136656
1204;RND;1156;149;false;5
1205;AI;20376;977;true;135036
1206;RND;992;123;false;6
1207;AI;20492;966;true;132216
1208;RND;484;85;false;3
1209;AI;16320;974;false;131463
1210;RND;1124;129;false;2
1211;AI;20448;967;true;127199
1212;RND;1436;181;false;15
1213;AI;20240;964;true;134442
1214;RND;624;94;false;2
1215;AI;20200;955;true;132050
1216;RND;1340;161;false;3
1217;AI;20332;969;true;137379
1218;RND;736;125;false;5
1219;AI;20388;971;true;134951
1220;RND;1340;158;false;2
1221;AI;20288;959;true;133659
1222;RND;1024;138;false;11
1223;AI;20468;973;true;138548
1224;RND;572;91;false;5
1225;AI;20388;979;true;131429
1226;RND;1148;146;false;11
1227;AI;20260;953;true;130922
1228;RND;676;103;false;3
1229;AI;20232;956;true;128820
1230;RND;1408;188;false;19
1231;AI;20272;966;true;132695
1232;RND;1876;206;false;4
1233;AI;20248;962;true;135145
1234;RND;1476;171;false;3
1235;AI;20300;961;true;131098
1236;RND;408;75;false;4
1237;AI;20304;968;true;134326
1238;RND;1216;150;false;9
1239;AI;20944;1014;true;144922
1240;RND;1308;158;false;12
1241;AI;20352;973;true;135555
1242;RND;1032;141;false;4
1243;AI;20552;984;true;135028
1244;RND;812;125;false;17
1245;AI;20260;957;true;141346
1246;RND;1372;188;false;6
1247;AI;16248;969;false;133176
1248;RND;1252;147;false;2
1249;AI;20224;955;true;132805
1250;RND;732;123;false;12
1251;AI;20284;956;true;131842
1252;RND;640;101;false;2
1253;AI;20180;953;true;133330
1254;RND;1184;139;false;28
1255;AI;20564;983;true;138237
1256;RND;1340;168;false;7
1257;AI;20560;983;true;137082
1258;RND;2200;209;false;4
1259;AI;20864;992;true;141421
1260;RND;1332;168;false;3
1261;AI;20352;977;true;131724
1262;RND;564;97;false;2
1263;AI;20208;951;true;134138
1264;RND;784;132;false;6
1265;AI;20236;950;true;130104
1266;RND;1068;138;false;9
1267;AI;20324;967;true;133561
1268;RND;684;106;false;2
1269;AI;20304;964;true;134559
1270;RND;620;97;false;6
1271;AI;20364;979;true;136947
1272;RND;1440;176;false;4
1273;AI;20292;964;true;138186
1274;RND;448;77;false;9
1275;AI;20408;976;true;130331
1276;RND;2000;200;false;6
1277;AI;20176;951;true;127572
1278;RND;3012;286;false;18
1279;AI;16116;941;false;131608
1280;RND;576;94;false;2
1281;AI;20260;960;true;137161
1282;RND;1052;135;false;3
1283;AI;9800;674;false;93054
1284;RND;596;91;false;7
1285;AI;20296;962;true;139787
1286;RND;1316;168;false;5
1287;AI;20228;954;true;131843
1288;RND;996;158;false;7
1289;AI;20480;978;true;133597
1290;RND;616;96;false;5
1291;AI;20284;971;true;131239
1292;RND;1312;165;false;12
1293;AI;20356;973;true;136920
1294;RND;2000;196;false;3
1295;AI;17996;1070;false;143586
1296;RND;556;97;false;1
1297;AI;20300;964;true;131457
1298;RND;1368;179;false;3
1299;AI;16492;981;false;137016
1300;RND;2164;211;false;11
1301;AI;20172;945;true;128604
1302;RND;568;88;false;8
1303;AI;16856;1010;false;141814
1304;RND;580;93;false;2
1305;AI;20304;964;true;135126
1306;RND;592;100;false;1
1307;AI;20256;961;true;142010
1308;RND;2320;231;false;7
1309;AI;20516;973;true;134083
1310;RND;612;98;false;2
1311;AI;20332;974;true;133940
1312;RND;944;148;false;7
1313;AI;20440;969;true;134383
1314;RND;888;147;false;2
1315;AI;20148;941;true;130853
1316;RND;1100;131;false;2
1317;AI;20416;964;true;133996
1318;RND;564;97;false;5
1319;AI;20264;953;true;129355
1320;RND;624;99;false;8
1321;AI;20352;975;true;133740
1322;RND;668;112;false;2
1323;AI;20256;964;true;128289
1324;RND;588;91;false;5
1325;AI;20144;939;true;127852
1326;RND;1336;174;false;4
1327;AI;20108;934;true;139565
1328;RND;1296;158;false;8
1329;AI;20384;980;true;130779
1330;RND;1324;157;false;10
1331;AI;20196;953;true;129697
1332;RND;972;132;false;2
1333;AI;20272;953;true;133554
1334;RND;1536;170;false;3
1335;AI;20356;978;true;139354
1336;RND;1320;176;false;3
1337;AI;16804;988;false;132650
1338;RND;500;86;false;1
1339;AI;20328;968;true;133358
1340;RND;1800;188;false;18
1341;AI;20524;988;true;137889
1342;RND;476;82;false;5
1343;AI;20456;976;true;140755
1344;RND;1072;141;false;2
1345;AI;20292;964;true;127355
1346;RND;1676;209;false;20
1347;AI;20252;970;true;132654
1348;RND;732;116;false;6
1349;AI;20328;968;true;137050
1350;RND;1248;178;false;7
1351;AI;20352;972;true;134273
1352;RND;568;82;false;1
1353;AI;16244;957;false;129586
1354;RND;1428;169;false;8
1355;AI;20272;962;true;137159
1356;RND;576;111;false;2
1357;AI;20240;949;true;128372
1358;RND;944;103;false;2
1359;AI;20924;1007;true;136187
1360;RND;1896;191;false;3
1361;AI;20600;991;true;141390
1362;RND;2260;239;false;7
1363;AI;20268;952;true;125995
1364;RND;740;126;false;7
1365;AI;20244;965;true;129543
1366;RND;1296;163;false;6
1367;AI;20484;976;true;135365
1368;RND;1280;157;false;5
1369;AI;16784;996;false;138357
1370;RND;1360;170;false;2
1371;AI;17148;1002;false;131302
1372;RND;2380;247;false;8
1373;AI;20244;952;true;132995
1374;RND;1124;148;false;10
1375;AI;14812;873;false;119919
1376;RND;1516;176;false;2
1377;AI;20192;954;true;128409
1378;RND;596;101;false;12
1379;AI;20212;957;true;131448
1380;RND;1104;142;false;10
1381;AI;20564;985;true;139501
1382;RND;1292;157;false;6
1383;AI;16560;990;false;131421
1384;RND;844;129;false;2
1385;AI;20192;954;true;129490
1386;RND;1936;224;false;18
1387;AI;20356;974;true;138958
1388;RND;2072;196;false;9
1389;AI;20204;954;true;135521
1390;RND;1124;131;false;13
1391;AI;20204;957;true;132663
1392;RND;1492;185;false;6
1393;AI;20308;965;true;132022
1394;RND;1528;183;false;7
1395;AI;20468;977;true;134971
1396;RND;748;99;false;5
1397;AI;15332;882;false;124354
1398;RND;700;104;false;2
1399;AI;20216;963;true;130087
1400;RND;680;111;false;7
1401;AI;20100;934;true;128643
1402;RND;1020;123;false;5
1403;AI;15800;922;false;125168
1404;RND;600;99;false;33
1405;AI;20180;948;true;133648
1406;RND;1044;129;false;30
1407;AI;20208;955;true;133009
1408;RND;1356;156;false;6
1409;AI;7152;488;false;71495
1410;RND;1288;155;false;7
1411;AI;20568;984;true;136645
1412;RND;1024;137;false;11
1413;AI;20416;976;true;138217
1414;RND;328;67;false;12
1415;AI;20256;964;true;134139
1416;RND;1172;157;false;6
1417;AI;20512;985;true;136171
1418;RND;1720;212;false;3
1419;AI;8028;536;false;75622
1420;RND;2220;222;false;4
1421;AI;20600;991;true;138924
1422;RND;304;68;false;29
1423;AI;20352;973;true;136836
1424;RND;1324;152;false;3
1425;AI;20208;953;true;132322
1426;RND;376;73;false;4
1427;AI;20516;984;true;136410
1428;RND;716;114;false;1
1429;AI;15260;896;false;122362
1430;RND;516;86;false;7
1431;AI;20288;964;true;131700
1432;RND;480;81;false;9
1433;AI;20676;1006;true;138207
1434;RND;544;79;false;21
1435;AI;16172;952;false;128606
1436;RND;892;120;false;5
1437;AI;15968;967;false;130320
1438;RND;600;97;false;2
1439;AI;16536;992;false;138583
1440;RND;708;106;false;6
1441;AI;16444;975;false;132027
1442;RND;516;82;false;2
1443;AI;20316;966;true;133300
1444;RND;1984;183;false;10
1445;AI;16308;967;false;131422
1446;RND;1172;147;false;10
1447;AI;20232;951;true;130620
1448;RND;616;116;false;10
1449;AI;16188;954;false;128524
1450;RND;1244;155;false;2
1451;AI;20188;951;true;130688
1452;RND;824;126;false;21
1453;AI;20200;949;true;130677
1454;RND;1444;183;false;8
1455;AI;17084;1021;false;137266
1456;RND;1236;145;false;3
1457;AI;20172;952;true;132890
1458;RND;1468;170;false;17
1459;AI;20152;941;true;127575
1460;RND;924;103;false;2
1461;AI;20460;971;true;131310
1462;RND;628;100;false;36
1463;AI;20468;978;true;136370
1464;RND;924;128;false;3
1465;AI;20508;983;true;129571
1466;RND;620;102;false;5
1467;AI;20392;983;true;136717
1468;RND;552;85;false;18
1469;AI;20672;1008;true;138381
1470;RND;800;121;false;6
1471;AI;20620;996;true;137454
1472;RND;1280;163;false;6
1473;AI;16208;958;false;131844
1474;RND;916;126;false;1
1475;AI;20164;945;true;134475
1476;RND;844;117;false;5
1477;AI;20516;982;true;132789
1478;RND;1228;157;false;13
1479;AI;22088;1089;true;147824
1480;RND;2044;234;false;9
1481;AI;20188;953;true;133181
1482;RND;300;66;false;3
1483;AI;20212;952;true;131195
1484;RND;756;116;false;5
1485;AI;16276;967;false;131017
1486;RND;872;131;false;2
1487;AI;20192;939;true;125269
1488;RND;2472;244;false;5
1489;AI;16220;963;false;130206
1490;RND;728;109;false;1
1491;AI;20728;994;true;134120
1492;RND;1188;139;false;6
1493;AI;20340;972;true;136202
1494;RND;1444;167;false;6
1495;AI;20192;948;true;130640
1496;RND;1136;140;false;2
1497;AI;20256;955;true;131959
1498;RND;1676;195;false;3
1499;AI;20152;941;true;132662
1500;RND;2476;261;false;13
1501;AI;20184;938;true;134568
1502;RND;1292;151;false;15
1503;AI;20244;966;true;136246
1504;RND;1476;206;false;11
1505;AI;20520;970;true;135240
1506;RND;356;72;false;4
1507;AI;20212;951;true;127301
1508;RND;716;117;false;1
1509;AI;20564;986;true;138619
1510;RND;1276;169;false;4
1511;AI;20184;950;true;124511
1512;RND;1340;165;false;4
1513;AI;20908;1003;true;137908
1514;RND;660;96;false;11
1515;AI;20300;973;true;134120
1516;RND;1768;207;false;10
1517;AI;16432;978;false;128972
1518;RND;1392;169;false;8
1519;AI;20520;984;true;140973
1520;RND;1208;140;false;9
1521;AI;20460;971;true;135738
1522;RND;1312;158;false;3
1523;AI;20124;938;true;129719
1524;RND;1420;170;false;6
1525;AI;20932;1011;true;134895
1526;RND;1096;136;false;8
1527;AI;20140;936;true;130206
1528;RND;3104;286;false;14
1529;AI;16412;971;false;127604
1530;RND;708;136;false;3
1531;AI;20288;965;true;134780
1532;RND;240;56;false;12
1533;AI;20284;962;true;128391
1534;RND;1276;148;false;2
1535;AI;16212;960;false;134867
1536;RND;1816;216;false;4
1537;AI;20124;940;true;123414
1538;RND;832;118;false;5
1539;AI;20464;977;true;132068
1540;RND;636;104;false;7
1541;AI;20508;982;true;136062
1542;RND;364;66;false;4
1543;AI;20284;952;true;132408
1544;RND;1144;143;false;3
1545;AI;20308;967;true;128840
1546;RND;1404;164;false;12
1547;AI;20128;941;true;123672
1548;RND;728;103;false;13
1549;AI;20496;978;true;135859
1550;RND;884;123;false;6
1551;AI;16180;952;false;131054
1552;RND;2328;265;false;35
1553;AI;20292;959;true;132136
1554;RND;1336;166;false;7
1555;AI;20280;957;true;134977
1556;RND;828;118;false;6
1557;AI;20268;958;true;128401
1558;RND;1392;181;false;5
1559;AI;20236;954;true;130245
1560;RND;812;115;false;36
1561;AI;20428;979;true;138154
1562;RND;1296;150;false;3
1563;AI;20316;966;true;130983
1564;RND;1492;196;false;31
1565;AI;20492;978;true;140463
1566;RND;900;117;false;2
1567;AI;15224;886;false;124760
1568;RND;588;105;false;3
1569;AI;20140;940;true;128767
1570;RND;1444;195;false;8
1571;AI;20176;948;true;132822
1572;RND;428;78;false;5
1573;AI;20632;996;true;139565
1574;RND;1552;192;false;3
1575;AI;20232;951;true;127073
1576;RND;940;125;false;5
1577;AI;20484;972;true;134230
1578;RND;1368;159;false;6
1579;AI;13976;803;false;112766
1580;RND;1212;144;false;2
1581;AI;20592;994;true;136104
1582;RND;644;103;false;1
1583;AI;20448;966;true;126872
1584;RND;1324;154;false;18
1585;AI;20364;973;true;138866
1586;RND;1352;157;false;3
1587;AI;20556;984;true;137085
1588;RND;724;113;false;6
1589;AI;20444;966;true;135217
1590;RND;888;128;false;2
1591;AI;20248;962;true;130977
1592;RND;1480;172;false;3
1593;AI;20300;965;true;134575
1594;RND;1332;166;false;6
1595;AI;20532;992;true;134566
1596;RND;892;130;false;36
1597;AI;20548;982;true;134444
1598;RND;844;114;false;3
1599;AI;20472;976;true;132092
1600;RND;544;84;false;2
1601;AI;20596;988;true;129928
1602;RND;444;87;false;30
1603;AI;20348;969;true;135456
1604;RND;580;101;false;2
1605;AI;15892;926;false;129728
1606;RND;1144;137;false;5
1607;AI;16340;979;false;135138
1608;RND;664;104;false;27
1609;AI;20488;977;true;136873
1610;RND;1000;129;false;11
1611;AI;7304;494;false;70328
1612;RND;624;102;false;5
1613;AI;20312;967;true;138359
1614;RND;628;99;false;2
1615;AI;20916;1006;true;133795
1616;RND;1008;119;false;17
1617;AI;20256;956;true;130828
1618;RND;680;111;false;2
1619;AI;20236;950;true;129155
1620;RND;540;82;false;7
1621;AI;20324;969;true;132528
1622;RND;668;102;false;5
1623;AI;20428;968;true;128147
1624;RND;1336;173;false;11
1625;AI;16072;942;false;134272
1626;RND;1344;180;false;3
1627;AI;20280;956;true;138540
1628;RND;700;108;false;11
1629;AI;20184;950;true;128920
1630;RND;2224;232;false;4
1631;AI;20360;979;true;138687
1632;RND;244;53;false;21
1633;AI;20256;954;true;138695
1634;RND;1628;186;false;12
1635;AI;20276;960;true;127908
1636;RND;1492;191;false;14
1637;AI;20460;966;true;127682
1638;RND;1052;135;false;12
1639;AI;20172;943;true;127007
1640;RND;1260;164;false;11
1641;AI;20832;984;true;139248
1642;RND;1388;168;false;15
1643;AI;20268;961;true;133764
1644;RND;1496;179;false;10
1645;AI;16912;1010;false;138004
1646;RND;2140;224;false;12
1647;AI;7084;477;false;70844
1648;RND;2548;264;false;9
1649;AI;20248;954;true;132276
1650;RND;1096;146;false;12
1651;AI;20268;955;true;126103
1652;RND;884;135;false;7
1653;AI;20208;953;true;129924
1654;RND;1132;143;false;7
1655;AI;3620;308;false;45408
1656;RND;832;112;false;2
1657;AI;20172;936;true;127764
1658;RND;532;76;false;2
1659;AI;20236;946;true;125454
1660;RND;1392;171;false;3
1661;AI;20448;974;true;136923
1662;RND;1156;164;false;5
1663;AI;20608;992;true;135570
1664;RND;2296;242;false;4
1665;AI;20460;972;true;136198
1666;RND;1008;120;false;4
1667;AI;20376;983;true;142114
1668;RND;1356;162;false;6
1669;AI;20916;1009;true;135492
1670;RND;660;109;false;2
1671;AI;20272;955;true;130781
1672;RND;2572;260;false;4
1673;AI;20224;956;true;134622
1674;RND;1228;157;false;15
1675;AI;20168;944;true;128856
1676;RND;2060;199;false;6
1677;AI;17836;1060;false;145824
1678;RND;1468;185;false;3
1679;AI;20628;1000;true;139373
1680;RND;600;89;false;1
1681;AI;20404;976;true;134401
1682;RND;1036;130;false;22
1683;AI;20488;983;true;134848
1684;RND;1224;159;false;20
1685;AI;20308;969;true;129533
1686;RND;768;115;false;6
1687;AI;20224;955;true;131096
1688;RND;600;96;false;3
1689;AI;20540;984;true;134915
1690;RND;1480;195;false;10
1691;AI;20508;983;true;135537
1692;RND;1100;139;false;10
1693;AI;20240;964;true;133555
1694;RND;1084;135;false;7
1695;AI;20244;947;true;126302
1696;RND;1024;132;false;6
1697;AI;16068;936;false;128560
1698;RND;2012;207;false;4
1699;AI;20352;974;true;139343
1700;RND;1500;185;false;3
1701;AI;20504;976;true;137159
1702;RND;540;83;false;17
1703;AI;20432;966;true;132762
1704;RND;384;79;false;2
1705;AI;20508;981;true;134065
1706;RND;716;97;false;2
1707;AI;20344;973;true;137470
1708;RND;912;114;false;2
1709;AI;20212;944;true;133062
1710;RND;768;117;false;2
1711;AI;20232;945;true;130174
1712;RND;1120;146;false;2
1713;AI;20512;989;true;136699
1714;RND;284;56;false;1
1715;AI;20204;950;true;132830
1716;RND;908;133;false;3
1717;AI;20328;964;true;132720
1718;RND;608;98;false;9
1719;AI;16776;1000;false;130978
1720;RND;1332;152;false;5
1721;AI;20180;948;true;129916
1722;RND;1596;184;false;11
1723;AI;20288;958;true;134707
1724;RND;1168;143;false;6
1725;AI;20956;1015;true;131735
1726;RND;680;106;false;2
1727;AI;20468;972;true;134151
1728;RND;1056;137;false;13
1729;AI;20212;957;true;134846
1730;RND;496;85;false;33
1731;AI;20632;994;true;138730
1732;RND;1392;169;false;6
1733;AI;20252;954;true;130493
1734;RND;2284;216;false;4
1735;AI;20220;957;true;136477
1736;RND;496;77;false;5
1737;AI;20224;959;true;129944
1738;RND;1500;179;false;7
1739;AI;20528;977;true;133802
1740;RND;1196;130;false;10
1741;AI;20384;955;true;129067
1742;RND;588;96;false;5
1743;AI;20580;987;true;132640
1744;RND;1196;136;false;18
1745;AI;20200;950;true;127584
1746;RND;140;44;false;1
1747;AI;20588;986;true;135615
1748;RND;708;112;false;5
1749;AI;20328;958;true;135902
1750;RND;1340;164;false;22
1751;AI;20400;975;true;132708
1752;RND;596;86;false;1
1753;AI;20284;964;true;137228
1754;RND;720;107;false;11
1755;AI;16212;959;false;134717
1756;RND;752;124;false;2
1757;AI;20600;988;true;136632
1758;RND;732;117;false;11
1759;AI;20244;951;true;130212
1760;RND;408;83;false;5
1761;AI;20120;937;true;130976
1762;RND;964;117;false;37
1763;AI;20280;970;true;129084
1764;RND;680;102;false;13
1765;AI;20364;977;true;130888
1766;RND;1288;158;false;2
1767;AI;20484;977;true;134280
1768;RND;340;73;false;17
1769;AI;20940;1012;true;138677
1770;RND;1908;233;false;9
1771;AI;20468;977;true;137807
1772;RND;1296;169;false;6
1773;AI;20344;970;true;131142
1774;RND;1172;142;false;6
1775;AI;20272;960;true;130655
1776;RND;1088;153;false;7
1777;AI;21072;1024;true;141580
1778;RND;1016;137;false;2
1779;AI;20532;990;true;132228
1780;RND;592;94;false;22
1781;AI;20096;927;true;129396
1782;RND;652;105;false;1
1783;AI;20564;996;true;133251
1784;RND;1152;158;false;6
1785;AI;16268;962;false;132088
1786;RND;864;123;false;2
1787;AI;20352;974;true;131619
1788;RND;1664;209;false;7
1789;AI;8124;570;false;83166
1790;RND;856;134;false;2
1791;AI;20560;984;true;133696
1792;RND;2052;208;false;10
1793;AI;20200;953;true;131922
1794;RND;1332;161;false;4
1795;AI;20196;954;true;129202
1796;RND;472;88;false;3
1797;AI;16892;1014;false;138008
1798;RND;1328;157;false;2
1799;AI;20364;973;true;133986
1800;RND;2876;314;false;18
1801;AI;20616;996;true;140255
1802;RND;1408;179;false;6
1803;AI;16180;955;false;131979
1804;RND;992;121;false;2
1805;AI;16816;999;false;137111
1806;RND;1228;144;false;6
1807;AI;20180;942;true;127095
1808;RND;296;68;false;6
1809;AI;20252;964;true;132247
1810;RND;1228;163;false;15
1811;AI;20560;986;true;129074
1812;RND;648;98;false;6
1813;AI;20276;961;true;136208
1814;RND;764;119;false;5
1815;AI;20468;972;true;138364
1816;RND;2184;237;false;4
1817;AI;16756;989;false;133973
1818;RND;1344;176;false;3
1819;AI;20564;992;true;138851
1820;RND;1084;136;false;19
1821;AI;20312;961;true;125274
1822;RND;648;106;false;6
1823;AI;7580;533;false;75567
1824;RND;2420;264;false;4
1825;AI;20512;984;true;129925
1826;RND;652;112;false;18
1827;AI;20132;937;true;132325
1828;RND;652;96;false;5
1829;AI;20248;964;true;131665
1830;RND;1960;193;false;6
1831;AI;16128;945;false;128655
1832;RND;1520;181;false;7
1833;AI;20088;925;true;129452
1834;RND;1332;162;false;8
1835;AI;14564;837;false;119153
1836;RND;584;100;false;1
1837;AI;20272;954;true;133231
1838;RND;1432;164;false;4
1839;AI;20288;963;true;130310
1840;RND;980;126;false;6
1841;AI;20220;959;true;128396
1842;RND;1324;168;false;3
1843;AI;20488;979;true;132096
1844;RND;1272;147;false;7
1845;AI;20368;980;true;134800
1846;RND;1040;141;false;17
1847;AI;20344;977;true;134011
1848;RND;2168;209;false;5
1849;AI;20196;956;true;133909
1850;RND;1128;134;false;6
1851;AI;20324;973;true;138091
1852;RND;2556;251;false;4
1853;AI;20244;960;true;132952
1854;RND;640;102;false;4
1855;AI;20260;947;true;134231
1856;RND;1988;225;false;13
1857;AI;20508;981;true;140445
1858;RND;2384;237;false;3
1859;AI;20364;975;true;136688
1860;RND;1048;132;false;12
1861;AI;20588;990;true;141161
1862;RND;1060;144;false;5
1863;AI;20256;955;true;133309
1864;RND;1200;167;false;3
1865;AI;20288;958;true;134022
1866;RND;672;95;false;2
1867;AI;20148;943;true;126976
1868;RND;1488;195;false;3
1869;AI;16476;979;false;134373
1870;RND;2176;232;false;6
1871;AI;20596;988;true;135550
1872;RND;604;102;false;7
1873;AI;16396;970;false;132806
1874;RND;1580;160;false;2
1875;AI;20292;960;true;134154
1876;RND;628;103;false;6
1877;AI;20728;1007;true;137256
1878;RND;248;58;false;4
1879;AI;12408;749;false;103808
1880;RND;724;113;false;2
1881;AI;15772;957;false;130449
1882;RND;1732;203;false;4
1883;AI;20200;950;true;130028
1884;RND;868;119;false;12
1885;AI;20504;981;true;136625
1886;RND;1360;171;false;4
1887;AI;16364;970;false;130298
1888;RND;1288;159;false;3
